字,辅码
奁,dx
奂,dd
奃,dd
奄,dd
奅,de
奆,dj
奇,dk
奈,dx
奉,fl
奊,tn
奋,dt
奎,dt
奏,ft
契,fd
奒,dr
奓,dx
奔,dc
奕,wd
奖,dd
套,ds
奘,pd
奚,pd
奛,do
奜,fd
奞,df
奟,do
奠,bd
奡,al
奢,do
奣,to
奤,dm
奥,pd
奦,sd
奩,dk
奪,dc
奫,dl
奬,pd
奭,db
奮,dt
奯,dp
奰,sd
奱,yd
奲,dl
女,va
奴,ny
奵,nd
奶,nn
奷,nq
奸,ng
她,ny
奻,nn
好,nz
奾,ne
奿,wn
妀,jn
妁,nu
如,nk
妃,nj
妄,wn
妆,dn
妇,ne
妈,nm
妊,nr
妋,nf
妌,nj
妍,nk
妎,nl
妏,nw
妐,ns
妑,nb
妒,nh
妓,ny
妔,nj
妕,nv
妖,ny
妗,nv
妘,ns
妙,nu
妚,nb
妜,ng
妝,pn
妞,ni
妟,on
妠,nn
妡,nj
妢,nd
妣,nb
妤,nl
妥,pn
妦,nf
妧,ne
妨,nf
妩,nw
妪,nx
妫,nw
妬,nu
妭,nd
妮,nb
妯,ny
妰,nv
妱,nk
妲,na
妳,nx
妴,xn
妵,nv
妶,ny
妷,nu
妸,nk
妹,nw
妺,nm
妻,an
妼,nb
妽,nu
妾,ln
妿,ln
姀,nh
姁,nk
姂,nf
姃,nv
姄,nm
姅,nb
姆,nm
姇,rn
姈,ns
姊,np
始,nk
姍,na
姎,ny
姏,ng
姐,nq
姑,nk
姒,nr
姓,nu
委,hn
姕,vn
姖,nj
姗,nc
姘,nk
姚,nd
姛,nk
姜,yn
姝,nv
姞,nk
姟,nr
姠,nk
姡,nk
姣,nx
姤,nk
姥,nb
姦,nn
姨,ny
姩,nn
姪,nt
姫,ni
姬,nl
姭,ln
姮,na
姯,nw
姰,no
姱,nk
姲,nn
姳,nk
姴,dn
姵,nj
姶,nk
姷,no
姹,nq
姺,ne
姻,nd
姼,nx
姽,nv
姾,nw
姿,dn
娀,nu
威,xn
娂,nb
娃,nt
娄,mn
娅,ny
娆,nw
娇,nl
娈,wn
娉,nv
娊,ne
娋,no
娌,nl
娍,ni
娎,fn
娏,nd
娐,nz
娑,dn
娒,nm
娓,nm
娕,nu
娖,nr
娗,nz
娘,nl
娙,ng
娚,nl
娜,ne
娝,nk
娞,nn
娟,no
娠,nn
娡,nx
娢,nk
娣,np
娥,nw
娧,ne
娨,ng
娩,nv
娪,nk
娫,nz
娭,nu
娮,nk
娱,nt
娲,nn
娴,nm
娵,ny
娶,en
娷,ni
娸,nb
娹,ny
娺,ny
娻,nd
娼,no
娽,nu
娾,nt
娿,en
婀,nk
婁,ln
婃,nx
婄,nk
婅,nm
婆,dn
婇,nm
婈,nw
婉,nv
婊,ny
婋,nj
婌,ny
婍,nk
婎,nf
婏,nd
婐,ng
婑,nn
婒,nh
婓,fn
婕,nr
婖,nx
婗,ne
婘,nv
婚,no
婛,nx
婜,in
婝,nr
婞,ng
婟,nk
婠,nk
婡,nl
婢,nu
婤,nk
婥,nu
婦,nj
婧,no
婨,nc
婩,ng
婪,mn
婫,nb
婬,nr
婭,ny
婮,nk
婰,nb
婳,nk
婴,kn
婵,nl
婶,nu
婷,nd
婸,nw
婹,nn
婺,sn
婻,ng
婼,nk
婽,ny
婿,no
媀,ny
媁,nl
媂,nj
媃,nm
媄,nd
媅,nv
媆,nd
媈,ni
媉,nt
媊,nd
媋,no
媌,nt
媎,no
媏,ne
媐,kn
媑,nv
媒,nm
媓,nw
媔,nm
媕,nc
媖,ny
媗,na
媘,nb
媙,nn
媚,no
媛,ny
媜,nb
媝,hn
媞,nr
媟,nm
媠,no
媡,nj
媢,no
媣,nm
媤,nx
媥,nc
媦,no
媧,nk
媩,no
媪,nm
媬,nm
媭,pn
媮,nd
媰,np
媱,nf
媲,nb
媳,nx
媴,ny
媵,on
媶,ne
媷,nc
媸,ni
媹,nt
媻,vn
媽,nm
媾,"nr,nz"
媿,ng
嫀,nh
嫁,nu
嫂,ny
嫃,nb
嫄,nx
嫅,ng
嫆,nk
嫇,nb
嫈,hn
嫉,nu
嫊,nx
嫋,nd
嫌,nn
嫎,nf
嫏,ne
嫐,nn
嫑,bn
嫒,ny
嫓,nb
嫔,nb
嫕,nx
嫖,nx
嫗,nk
嫘,nx
嫙,nr
嫚,ny
嫛,kn
嫜,nu
嫝,nn
嫞,nl
嫟,nk
嫠,wn
嫡,nk
嫢,fn
嫣,nh
嫤,na
嫥,nc
嫦,nj
嫧,nb
嫨,nn
嫩,nw
嫪,np
嫫,nd
嫬,nh
嫭,nh
嫯,fn
嫱,nk
嫳,dn
嫴,nu
嫵,nh
嫶,nh
嫸,nk
嫺,no
嫻,nm
嫼,nh
嫽,nx
嫾,nl
嫿,na
嬀,nh
嬁,na
嬂,no
嬃,pn
嬄,na
嬅,nl
嬆,nx
嬇,nb
嬈,nw
嬉,nk
嬋,nl
嬌,nk
嬎,nu
嬏,nt
嬐,nr
嬑,nx
嬒,no
嬓,nw
嬕,ng
嬖,un
嬗,na
嬘,nz
嬙,nk
嬚,nn
嬛,ny
嬜,ln
嬞,nv
嬟,nw
嬠,nm
嬡,nw
嬣,nd
嬤,ny
嬥,nf
嬦,nc
嬧,nm
嬨,nx
嬩,nb
嬪,nb
嬫,nm
嬬,ne
嬭,nx
嬮,in
嬯,nt
嬰,on
嬲,tl
嬳,ny
嬴,wf
嬵,nj
嬷,nm
嬸,nt
嬹,nb
嬻,nb
嬼,nd
嬿,nh
孀,no
孂,nm
孃,ny
孅,nj
孇,ny
孈,nk
孉,nf
孊,nf
孋,nb
孌,yn
孍,nw
孎,ni
子,va
孑,va
孓,vn
孔,zv
孕,nz
孖,zz
字,bz
存,uz
孙,zx
孚,pz
孛,uz
孜,zw
孝,lz
孟,zm
孢,zs
季,hz
孤,zg
孥,nz
学,xz
孨,zz
孩,zr
孪,wz
孫,zx
孬,bz
孭,zb
孮,zx
孰,ww
孱,uz
孲,zy
孳,bz
孴,zo
孵,lz
孷,wz
學,pz
孺,ze
孻,zm
孽,cz
孿,yz
宀,db
宁,bd
宂,"bj,be"
它,bb
宄,bj
宅,bq
宇,by
守,bc
安,bn
宊,bq
宋,bm
完,be
宎,by
宏,bs
宑,bj
宒,bm
宓,bb
宔,bv
宕,bu
宖,bs
宗,bx
官,bk
宙,by
定,br
宛,bv
宜,bq
宝,by
实,bd
宠,bl
审,bu
客,bk
宣,ba
室,bt
宥,bo
宦,bi
宧,bl
宨,bd
宪,be
宫,bk
宬,bi
宭,bk
宯,bz
宰,bu
宱,bv
宲,bm
害,bk
宴,bn
宵,bo
家,bu
宸,bn
容,bk
宺,bv
宽,be
宾,bb
宿,bb
寀,bm
寁,br
寂,by
寄,bk
寅,bb
密,be
寇,by
寊,bb
寋,bv
富,bt
寎,bb
寐,bw
寒,bd
寓,by
寔,br
寖,by
寘,bb
寙,bg
寝,by
寞,bd
察,bx
寠,bn
寡,bd
寢,by
寣,bk
寤,bk
寥,bp
實,bb
寧,bd
寨,bm
審,bt
寪,bh
寫,bh
寬,bd
寭,bx
寮,bx
寯,bv
寰,by
寱,bm
寲,br
寴,be
寵,bs
寶,bb
寷,ba
寸,ad
对,yc
寺,tc
寻,ec
导,sc
寽,pc
寿,fc
封,tc
尃,fc
射,uc
将,dc
將,pc
專,ac
尉,uc
尊,bc
尋,ec
尌,uc
對,yc
導,zc
小,ld
尐,xd
少,xp
尔,dx
尕,nx
尖,xd
尗,ux
尘,xt
尚,xk
尜,xx
尝,xs
尞,dx
尟,ou
尠,qu
尢,uv
尤,"yd,ud"
尥,"yu,uu"
尧,aw
尨,ud
尪,"yw,uw"
尬,"yl,ul"
尮,"ym,um"
尯,"yv,uv"
尰,"yv,uv"
就,wy
尲,"yn,un"
尳,"yg,ug"
尴,"ym,um"
尵,"yb,ub"
尷,"ym,um"
尸,vp
尹,vp
尺,un
尻,uj
尼,ub
尽,id
尾,um
尿,uu
局,uk
屁,ub
层,us
屃,ur
屄,ub
居,uk
屇,ut
屈,ui
屉,uu
届,uy
屋,ut
屌,uj
屍,ub
屎,um
屏,uk
屐,uy
屑,uo
屒,un
屓,ub
屔,qb
展,un
屖,uu
屘,uz
屙,uk
屝,uf
属,uy
屟,um
屠,uo
屡,un
屢,un
屣,ur
層,uo
履,uw
屦,un
屧,um
屨,un
屩,uk
屪,ux
屬,ui
屮,vl
屯,av
屰,bp
山,lk
屴,el
屵,ei
屸,eg
屹,eq
屺,ej
屻,er
屼,ew
屽,eg
屾,ee
屿,ey
岁,ex
岂,ej
岄,eo
岆,ey
岇,ee
岈,ey
岉,ew
岊,be
岋,ej
岌,ej
岍,ek
岎,ed
岏,ee
岐,ey
岑,ev
岒,ev
岓,ej
岔,be
岖,ex
岗,ex
岘,ee
岙,ye
岚,ex
岛,pe
岜,eb
岝,ev
岞,ev
岟,ey
岠,ej
岡,ke
岢,ek
岣,ek
岤,eb
岥,ey
岦,el
岧,ek
岨,eq
岩,eu
岪,ef
岫,ey
岬,ej
岭,es
岮,eb
岯,ep
岰,el
岱,re
岲,ee
岳,qe
岴,eq
岵,ek
岶,eb
岷,em
岸,eg
岻,ed
岽,ed
岿,ee
峁,ee
峂,ed
峃,xe
峄,el
峆,ek
峇,ek
峈,ek
峉,ek
峊,pe
峋,eo
峌,et
峍,ey
峎,eg
峏,ee
峐,er
峑,ew
峒,ek
峓,ey
峔,eb
峖,en
峗,ev
峘,ea
峙,ec
峚,et
峛,ed
峜,ev
峞,ev
峟,eo
峡,ej
峣,ew
峤,el
峥,el
峦,we
峧,ex
峨,ew
峪,ek
峫,ee
峬,ef
峭,eo
峮,ek
峯,ef
峰,ef
峱,qe
峲,ed
峳,ew
峴,ee
島,pe
峷,eu
峸,ei
峺,eg
峻,ew
峽,ej
峾,de
峿,ek
崀,el
崁,er
崂,el
崃,el
崄,ea
崅,ey
崆,eg
崇,ex
崉,eo
崊,em
崌,ek
崍,el
崎,ek
崐,eb
崑,eb
崒,eu
崓,ek
崔,ef
崖,et
崗,ee
崙,ec
崚,ew
崛,ei
崜,ei
崝,eo
崞,ez
崟,ej
崠,ed
崡,ek
崣,en
崤,eo
崥,eu
崦,ed
崧,es
崨,er
崩,eo
崫,ei
崬,ed
崭,ej
崮,ek
崱,ed
崲,ew
崳,ed
崴,en
崵,ew
崶,ec
崷,ey
崸,eb
崹,ej
崺,ey
崼,er
崽,ex
崾,en
崿,ek
嵀,ev
嵁,ev
嵂,ey
嵃,ep
嵄,ed
嵅,ek
嵇,he
嵈,ey
嵉,ed
嵊,en
嵋,eo
嵌,er
嵍,se
嵎,ey
嵏,ew
嵐,ei
嵑,ev
嵒,ke
嵓,ek
嵖,ea
嵘,em
嵚,er
嵛,ed
嵝,en
嵞,re
嵟,ef
嵡,ex
嵢,ek
嵣,ek
嵤,he
嵥,em
嵦,ea
嵧,et
嵨,ew
嵩,ek
嵪,ek
嵫,ey
嵬,eg
嵭,ef
嵯,eg
嵰,en
嵱,ek
嵲,em
嵴,eo
嵷,er
嵸,er
嵹,ei
嵺,ep
嵻,en
嵼,eu
嵽,ej
嵾,ep
嵿,eb
嶀,ek
嶁,en
嶂,eu
嶄,ej
嶅,fe
嶆,eo
嶇,ek
嶈,ec
嶉,ef
嶊,ef
嶍,eb
嶎,ec
嶏,ej
嶐,eu
嶑,en
嶒,eo
嶓,et
嶔,er
嶕,eh
嶗,el
嶘,eg
嶙,el
嶚,ex
嶜,eo
嶝,ea
嶞,ee
嶟,ec
嶠,ek
嶡,er
嶢,ew
嶣,eh
嶤,ew
嶦,ek
嶧,eg
嶨,pe
嶪,en
嶬,ew
嶭,eu
嶮,er
嶰,en
嶱,ev
嶲,ev
嶴,pe
嶵,ef
嶷,er
嶸,em
嶺,eb
嶼,eb
嶽,eq
嶾,ex
巀,eg
巁,ey
巂,ek
巃,es
巅,er
巆,ek
巇,eg
巈,em
巉,ed
巊,en
巋,ej
巍,eg
巏,ef
巐,eu
巑,eb
巒,ye
巔,eb
巖,ew
巘,eq
巙,ew
巛,vv
巜,vv
川,pl
州,dl
巟,wv
巠,ag
巡,zv
巢,vg
巤,vv
工,aa
左,ug
巧,gv
巨,ka
巩,gf
巫,gr
差,yg
巯,vv
巰,av
己,vv
已,vv
巳,vv
巴,"vv,sl"
巵,pb
巷,cs
巸,ks
巹,lj
巽,sb
巾,ll
巿,al
帀,aj
币,pj
市,wj
布,uj
帄,jd
帅,lj
帆,jf
师,lj
帉,jd
帊,jb
希,xj
帍,hj
帎,jv
帏,jw
帐,ji
帑,nj
帓,jm
帔,jy
帕,jb
帖,jk
帗,jd
帘,bj
帙,ju
帚,ej
帛,bj
帜,jb
帝,wj
帞,jb
帟,wj
帠,jj
帡,jk
帢,jk
帣,jj
帤,nj
帥,pj
带,fj
帧,jr
帨,je
帩,jo
帪,jn
師,pj
席,gj
帮,fj
帱,jc
帳,ji
帴,jg
帵,jv
帶,aj
帷,jf
常,xj
帹,jn
帺,jb
帻,jr
帼,jy
帽,jo
帾,jo
帿,ju
幀,jb
幁,jb
幂,bj
幃,jl
幄,jt
幅,jt
幆,jv
幊,jb
幋,vj
幌,jw
幍,jj
幎,jb
幏,ju
幐,oj
幑,iw
幓,jp
幔,jy
幕,cj
幖,jx
幗,ja
幘,jb
幙,jd
幛,ju
幜,jx
幝,jl
幞,jn
幟,jo
幠,jh
幡,jt
幢,jl
幣,dj
幦,uj
幧,jm
幨,jk
幩,jb
幪,"jn,ju"
幫,tj
幬,jc
幭,ju
幮,jc
幯,je
幰,jx
干,au
平,au
年,pl
幵,gg
并,bk
幸,tg
幹,ug
幺,vs
幻,yv
幼,yl
幽,ey
幾,yd
广,di
庀,gb
庁,gd
庄,gt
庆,gd
庇,gb
庈,gv
庉,gt
床,gm
庋,gy
庌,gy
庍,gj
庎,gl
序,gl
庐,gh
庑,gw
库,gi
应,ga
底,gd
庖,gs
店,gk
庘,gj
庙,gy
庚,gn
庛,gb
府,gc
庝,gd
庞,gl
废,gd
庠,gy
庡,gy
庢,gt
庣,gd
庤,gc
庥,gm
度,gy
座,gt
庨,gz
庩,gh
庪,gy
庫,gi
庬,gd
庭,gz
庮,gy
庯,gf
庰,gk
庱,gw
庲,gl
庳,gu
庴,go
庵,gd
庶,gh
康,gn
庸,gl
庹,gi
庼,gr
庾,gy
廁,gd
廂,go
廅,gm
廆,gg
廇,gt
廈,gw
廉,gn
廊,ge
廋,gy
廎,gb
廏,gy
廑,ga
廒,gw
廓,ge
廔,gn
廕,gs
廖,gp
廗,gj
廘,gb
廙,gb
廚,gc
廛,gt
廜,go
廝,gj
廞,gr
廟,go
廠,gw
廡,gh
廢,gy
廣,gb
廥,go
廦,gu
廧,gk
廨,gn
廩,gh
廪,gx
廫,gp
廬,gm
廮,gn
廯,gy
廱,gf
廲,gb
廳,gx
廴,vd
延,zv
廷,zr
建,zy
廼,zx
廾,al
廿,ca
开,ac
弁,sc
异,sc
弃,wc
弄,wc
弅,bc
弆,tc
弇,rc
弈,wc
弊,dc
弋,ad
式,yg
弑,xg
弓,vv
弔,vl
引,gl
弗,vl
弘,gs
弙,gy
弛,gy
弜,gg
弝,gb
弞,gr
弟,bp
张,gi
弡,gj
弢,gy
弣,gc
弤,gd
弥,gx
弦,gy
弧,gg
弨,gk
弩,ng
弫,gi
弬,gl
弭,ge
弮,jg
弯,wg
弰,go
弱,gd
弲,go
弳,gg
弴,gz
張,gi
弶,gx
弸,go
弹,gl
强,gi
弼,gg
弿,bg
彀,uy
彃,gl
彄,gk
彆,dg
彇,gl
彈,gl
彊,ga
彋,gy
彌,gx
彍,gb
彎,yg
彏,gy
彐,va
归,le
当,xe
录,eu
彖,vu
彗,fe
彘,vb
彙,vg
彝,vc
彟,ey
彠,ey
彡,pp
形,kp
彣,wp
彤,dp
彦,ip
彧,ad
彩,pp
彪,hp
彫,kp
彬,mp
彭,up
彮,bp
彯,xp
彰,lp
影,op
彳,pr
彴,iu
彵,iy
彶,ij
彷,if
彸,is
役,iy
彺,iw
彻,id
彼,iy
彽,id
彾,is
彿,if
往,iv
征,iv
徂,iq
径,ig
待,ic
徆,ix
徇,io
很,ig
徉,iy
徊,ik
律,iy
後,iw
徍,it
徎,iw
徐,ih
徑,ig
徒,ir
徕,il
徖,ix
得,ic
徘,if
徙,ir
徛,ik
徜,ik
徝,iq
從,ir
徟,ik
徠,il
御,ie
徢,ir
徥,ir
徦,iy
徧,ic
徨,iw
復,iw
循,io
徫,il
徬,if
徭,if
微,iw
徯,id
徲,in
徵,iw
徶,iw
德,ix
徸,il
徹,iw
徻,io
徼,iw
徽,iw
徾,iw
徿,is
忀,iy
忂,if
心,dd
必,dd
忆,xv
忇,xl
忈,ex
忉,xd
忊,xd
忋,xj
忌,jx
忍,rx
忏,xq
忐,ux
忑,xx
忒,yx
忓,xg
忔,xq
忕,xd
忖,xc
志,ux
忘,wx
忙,xw
忚,xy
忝,tx
忞,wx
忟,xw
忠,vx
忡,xv
忤,xw
忥,qx
忦,xl
忧,xy
忨,xe
忪,xs
快,xg
忬,xl
忭,xb
忮,xy
忯,xu
忱,xv
忲,xt
忳,xt
忴,xv
念,rx
忶,xs
忸,xi
忹,xw
忺,xr
忻,xj
忼,xj
忽,wx
忾,xq
忿,bx
怀,xb
态,tx
怂,rx
怃,xw
怄,xx
怅,xi
怆,xv
怇,xj
怉,xs
怊,xk
怋,xm
怌,xp
怍,xv
怎,vx
怏,xy
怐,xk
怑,xb
怒,nx
怓,xy
怔,xv
怕,xb
怖,xj
怗,xk
怘,ux
怙,xk
怚,xq
怛,xa
怜,xs
思,tx
怞,xy
怟,xd
怠,sx
怡,xk
怢,xu
怤,rx
急,dx
怦,xp
性,xu
怨,xx
怩,xb
怪,xt
怫,xf
怬,xe
怭,xb
怮,xl
怯,xs
怰,xy
怱,cx
怲,xb
怳,xe
怴,xv
怵,xu
怶,xy
怷,ux
怸,ux
怹,rx
总,bx
怼,yx
怿,xl
恀,xx
恁,rx
恂,xo
恃,xc
恄,xk
恅,xb
恆,xa
恇,xw
恈,xn
恉,xo
恊,xl
恋,wx
恌,xd
恍,xw
恎,xt
恏,nx
恐,gx
恑,xv
恒,xa
恓,xx
恔,xx
恕,nx
恗,xk
恘,xm
恙,yx
恚,tx
恛,xk
恜,xg
恝,fx
恞,xy
恟,xk
恢,xh
恣,dx
恤,xx
恥,ex
恦,xk
恧,ex
恨,xg
恩,kx
恪,xk
恫,xk
恬,xk
恭,cx
恮,xw
息,zx
恰,xk
恲,xk
恳,gx
恶,yx
恸,xl
恹,xq
恺,xj
恻,xd
恼,xk
恽,xi
恾,xw
恿,sx
悀,xy
悁,xo
悂,xt
悃,xm
悄,xo
悆,rx
悇,xh
悈,xc
悉,px
悊,fx
悌,xp
悍,xg
悎,xk
悐,qx
悒,xb
悓,xe
悔,xm
悕,xj
悖,xz
悗,xv
悘,kx
悙,xl
悚,xu
悛,xw
悜,xw
悝,xl
悟,xk
悠,rx
悢,xl
患,ix
悤,px
悦,xe
悧,xd
您,rx
悫,ux
悬,qx
悭,xt
悮,xt
悯,xw
悰,xx
悱,xf
悲,fx
悴,xu
悵,xi
悶,mx
悷,xq
悸,xz
悹,bx
悻,xg
悼,xu
悽,xn
悾,xg
悿,xx
惀,xc
惁,mx
惂,xj
惃,xb
惄,ux
情,xo
惆,xk
惇,xz
惈,xg
惉,dx
惊,xx
惋,xv
惌,bx
惍,xj
惎,qx
惏,xm
惐,xa
惑,gx
惓,xv
惔,xh
惕,xw
惗,xx
惘,xw
惙,xy
惚,xx
惛,xo
惜,xo
惝,xk
惞,xr
惟,xf
惠,ax
惡,yx
惢,xx
惤,xy
惦,xk
惧,xb
惨,xp
惩,ix
惫,wx
惬,xj
惭,xj
惮,xl
惯,xr
惰,xo
惱,xx
惲,xi
想,mx
惴,xe
惵,xm
惶,xw
惷,fx
惸,xz
惹,cx
惺,xu
惻,xd
惼,xc
惽,xo
惾,xw
惿,xr
愀,xh
愁,hx
愃,xa
愄,xn
愅,xg
愆,ix
愇,xl
愈,rx
愉,xd
愊,xt
愋,xy
愍,mx
愎,xw
意,lx
愐,xm
愒,xv
愓,xw
愔,xo
愕,xk
愖,xv
愗,sx
愘,xk
愚,yx
愛,pw
愜,xj
愝,xn
感,xx
愠,xm
愢,xx
愣,xf
愤,xr
愦,xr
愧,xg
愨,ux
愩,xb
愪,xb
愫,xx
愬,bx
愭,xo
愮,xf
愯,xy
愰,xw
愲,xg
愴,xk
愶,xo
愷,xa
愺,xu
愻,zx
愾,xm
愿,ix
慀,xd
慁,kx
慂,dx
慃,xx
慄,xm
慅,xi
慆,xj
慇,px
慈,bx
慉,xt
慊,xn
態,sx
慌,xv
慎,xb
慏,xb
慑,xy
慒,xo
慓,xx
慔,xd
慕,cx
慖,xa
慗,ux
慘,xp
慙,ix
慚,xj
慛,xf
慜,px
慝,kx
慞,xu
慟,xl
慠,xw
慡,xx
慢,xy
慣,xb
慤,ux
慥,xz
慦,qx
慧,fx
慨,xv
慪,xk
慫,ix
慬,xa
慭,lx
慮,hx
慯,xw
慰,ux
慱,xc
慲,xr
慳,xt
慴,xb
慵,xl
慶,gw
慷,xn
慸,ax
慹,tx
慺,xn
慻,xo
慼,wx
慾,bx
憀,xp
憁,xx
憂,aw
憃,fx
憄,ix
憈,xy
憉,xp
憊,rx
憋,dx
憌,jx
憍,xk
憎,xo
憏,xx
憐,xl
憑,dx
憒,xb
憔,xh
憕,xa
憖,lx
憘,xk
憙,ux
憚,xl
憛,xu
憝,wx
憞,xw
憟,xm
憡,xn
憢,xw
憣,xt
憤,xb
憥,hx
憦,xl
憧,xl
憨,vx
憩,qx
憪,xo
憫,xw
憬,xx
憭,xx
憮,xh
憯,xo
憰,xk
憱,xy
憲,bx
憳,xc
憴,xe
憵,ux
憶,xx
憷,xr
憸,xr
憹,xn
憺,xk
憼,cx
憽,xx
憾,xx
憿,xw
懀,xo
懁,xy
懂,xv
懃,nx
懄,xl
懅,xu
懆,xm
懇,vx
懈,xn
應,gx
懊,xd
懋,mx
懌,xg
懎,xk
懏,xv
懑,dx
懒,xr
懔,xx
懕,ix
懖,jx
懗,xd
懘,dx
懚,xx
懛,xt
懜,xx
懝,xr
懞,"xn,xu"
懟,yx
懠,xa
懢,xm
懣,dx
懤,xc
懥,xr
懦,xe
懨,xq
懩,xl
懪,xu
懫,xb
懬,gx
懭,xb
懮,xw
懯,fx
懰,xd
懱,xu
懲,ix
懵,xo
懶,xb
懷,xy
懸,qx
懹,xy
懺,xj
懻,xb
懼,xf
懽,xf
懾,xe
懿,ux
戀,yx
戁,nx
戂,xf
戃,xh
戄,xy
戆,lx
戈,ad
戉,gv
戊,gp
戋,ad
戌,wa
戍,wd
戎,gu
戏,yg
成,wv
我,pd
戒,gc
戓,gk
戔,gg
戕,pg
或,ga
戗,rg
战,lg
戙,kg
戚,wx
戛,ag
戜,gw
戟,ug
戠,"wo,lg"
戡,qg
戢,ka
戣,vg
戤,ng
戥,og
戧,rg
戨,dg
截,uf
戫,ua
戬,yg
戭,bg
戮,xg
戰,kg
戲,hg
戳,xg
戴,ub
戵,og
户,du
戹,hv
戺,hs
戻,hd
戽,hu
戾,hq
房,hf
所,pj
扁,hc
扂,hk
扃,hk
扄,hk
扅,hx
扆,hy
扇,hx
扈,hb
扉,hf
扊,hh
手,pl
才,ap
扎,fv
扏,fj
扐,fl
扑,fb
扒,fb
打,fd
扔,fn
払,fs
托,fq
扙,fv
扚,fu
扛,fg
扜,fy
扝,fk
扞,fg
扟,fu
扠,fi
扡,fy
扢,fq
扣,fk
扤,fw
扦,fq
执,fw
扨,fr
扩,fg
扪,fm
扫,fe
扬,fp
扭,fi
扮,fd
扯,fv
扰,fy
扱,fj
扲,fv
扳,fy
扴,fl
扶,ff
扷,fy
扸,fp
批,fb
扺,fu
扻,fr
扼,fv
扽,ft
找,fg
承,vn
技,fy
抁,fe
抂,fw
抃,fb
抄,fu
抆,fw
抈,fo
抉,fg
把,fb
抋,fx
抌,fv
抍,fu
抎,fs
抏,fe
抐,fn
抑,fe
抒,fl
抓,fv
抔,fb
投,fy
抖,fu
抗,fj
折,fj
抚,fw
抛,fl
抟,fv
抠,fx
抡,fb
抢,fv
护,fh
报,fy
抦,fb
抧,fb
抨,fp
抪,fj
披,fy
抬,fk
抭,"fj,fe"
抮,fp
抯,fq
抰,fy
抱,fs
抲,fk
抳,fb
抴,fu
抵,fd
抶,fu
抷,fp
抸,ff
抹,fm
抺,fw
抻,fu
押,fj
抽,fy
抾,fs
抿,fm
拀,fe
拁,fk
拂,ff
拃,fv
拄,fv
担,fa
拆,fi
拇,fm
拈,fk
拉,fl
拊,fc
拌,fb
拍,fb
拎,fs
拏,nu
拐,fl
拑,fg
拒,fj
拓,fu
拔,fd
拖,fy
拗,fl
拘,fk
拙,fi
拚,fc
招,fk
拜,uf
拟,fr
拢,fl
拣,fd
拤,fb
拥,fy
拦,fs
拧,fd
拨,fd
择,fl
拫,fg
括,fk
拭,fg
拮,fk
拯,fa
拰,fr
拱,fb
拲,cu
拳,ju
拴,fw
拵,fz
拶,fx
拷,fv
拸,fx
拹,fl
拺,fn
拻,fh
拼,fk
拽,fy
拾,fk
拿,ru
挀,fn
持,fc
挂,ft
挃,ft
挄,fw
挅,fm
指,fo
挈,fu
按,fn
挋,fi
挌,fk
挍,fx
挎,fk
挏,fk
挐,nu
挑,fd
挒,fd
挓,fq
挕,fe
挖,fv
挚,fu
挛,wu
挜,fy
挝,fz
挞,fz
挟,fj
挠,fw
挡,fe
挢,fl
挣,fl
挤,fl
挥,fi
挦,fc
挨,fu
挪,fe
挫,ft
挬,fz
挭,fg
挮,fp
振,fn
挰,fw
挲,du
挴,fm
挶,fk
挸,fe
挹,fb
挺,fz
挻,fz
挼,fn
挽,fv
挾,fj
捀,ff
捁,fk
捂,fk
捃,fk
捄,fq
捅,fy
捆,fm
捇,fd
捈,fh
捉,fr
捊,fz
捋,fc
捌,fd
捍,fg
捎,fo
捏,ft
捐,fo
捑,fn
捒,fu
捓,fe
捔,fy
捕,ff
捖,fe
捗,fp
捘,fw
捚,fl
捝,fe
捞,fl
损,fr
捡,fa
换,fd
捣,fe
捥,fv
捦,fj
捧,fl
捨,fk
捩,fq
捪,fo
捫,fm
捬,fc
捭,fu
据,fk
捯,fd
捰,fg
捱,ft
捲,fv
捳,fe
捵,fb
捶,fi
捷,fr
捸,fn
捹,fc
捺,fx
捻,fx
捼,fn
捽,fu
捾,fk
掀,fr
掁,fi
掂,fk
掃,fj
掄,fc
掅,fo
掆,fe
掇,fy
授,fy
掉,fu
掊,fk
掋,fd
掌,xu
掍,fb
掎,fk
掏,ff
掐,fj
掑,fb
排,ff
掓,fy
掔,iu
掕,fw
掖,fn
掗,fy
掘,fi
掚,fr
掜,fe
掝,fa
掞,fh
掟,fr
掠,fx
採,fm
探,fm
掣,pu
掤,fo
接,fn
掦,fw
控,fg
推,ff
掩,fd
措,fo
掫,fy
掬,fm
掭,fx
掮,fo
掯,fo
掰,uu
掱,uu
掳,fl
掴,fy
掷,fe
掸,fl
掺,fp
掼,fr
掽,fy
掾,fu
掿,fk
揀,fj
揁,fb
揂,fy
揃,fd
揄,fd
揅,uu
揆,ft
揇,fg
揈,fk
揉,fm
揊,ft
揋,fn
揌,fx
揍,ft
揎,fa
描,ft
提,fr
插,fj
揓,fy
揔,fx
揕,fv
揖,fe
揗,fo
揘,fw
揙,fc
揚,fw
揜,fc
揝,fo
揞,fo
揟,fo
揠,fn
握,ft
揢,fk
揣,fe
揤,fe
揥,fj
揦,fd
揧,uu
揨,fd
揩,fb
揪,fh
揫,hu
揬,fq
揭,fv
揮,fi
揯,fa
揰,fv
揱,xu
揲,fm
揳,fd
援,fy
